gene	cluster	Family	Short_description
AT1G78760	DD	NA	NA
AT1G79100	DD	NA	NA
AT1G79110	DD	NA	NA
AT1G79120	DD	NA	NA
AT1G79180	DD	MYB	myb domain protein 63
AT1G79330	DD	NA	NA
AT1G79410	DD	NA	NA
AT1G79770	DD	NA	NA
AT1G79900	DD	NA	NA
AT1G80340	DD	NA	NA
AT1G80730	DD	C2H2	zinc-finger protein 1
AT2G01850	DD	NA	NA
AT2G02080	DD	C2H2	indeterminate(ID)-domain 4
AT2G02300	DD	NA	NA
AT2G02950	DD	NA	NA
AT2G03240	DD	NA	NA
AT2G03260	DD	NA	NA
AT2G03880	DD	NA	NA
AT2G04500	DD	NA	NA
AT2G05180	DD	NA	NA
AT2G05330	DD	NA	NA
AT2G05910	DD	NA	NA
AT2G10931	DD	NA	NA
AT2G10940	DD	NA	NA
AT2G11810	DD	NA	NA
AT2G12461	DD	NA	NA
AT2G12462	DD	NA	NA
AT2G13610	DD	NA	NA
AT2G14560	DD	NA	NA
AT2G15090	DD	NA	NA
AT2G15980	DD	NA	NA
AT2G16280	DD	NA	NA
AT2G16500	DD	NA	NA
AT2G16570	DD	NA	NA
AT2G17060	DD	NA	NA
AT2G17230	DD	NA	NA
AT2G17270	DD	NA	NA
AT2G17300	DD	NA	NA
AT2G17430	DD	NA	NA
AT2G17550	DD	NA	NA
AT2G17590	DD	NA	NA
AT2G17620	DD	NA	NA
AT2G18050	DD	NA	NA
AT2G18120	DD	SRS	SHI-related sequence 4
AT2G18150	DD	NA	NA
AT2G18210	DD	NA	NA
AT2G18620	DD	NA	NA
AT2G18938	DD	NA	NA
AT2G18969	DD	NA	NA
AT2G18970	DD	NA	NA
AT2G18980	DD	NA	NA
AT2G19650	DD	NA	NA
AT2G19780	DD	NA	NA
AT2G19960	DD	NA	NA
AT2G20540	DD	NA	NA
AT2G20610	DD	NA	NA
AT2G20784	DD	NA	NA
AT2G20835	DD	NA	NA
AT2G21100	DD	NA	NA
AT2G21200	DD	NA	NA
AT2G22200	DD	ERF	Integrase-type DNA-binding superfamily protein
AT2G22330	DD	NA	NA
AT2G22510	DD	NA	NA
AT2G22590	DD	NA	NA
AT2G22810	DD	NA	NA
AT2G22820	DD	NA	NA
AT2G22930	DD	NA	NA
AT2G23050	DD	NA	NA
AT2G23180	DD	NA	NA
AT2G23300	DD	NA	NA
AT2G23430	DD	NA	NA
AT2G23700	DD	NA	NA
AT2G23910	DD	NA	NA
AT2G24400	DD	NA	NA
AT2G24560	DD	NA	NA
AT2G24630	DD	NA	NA
AT2G24762	DD	NA	NA
AT2G25000	DD	WRKY	WRKY DNA-binding protein 60
AT2G25130	DD	NA	NA
AT2G25200	DD	NA	NA
AT2G25900	DD	C3H	Zinc finger C-x8-C-x5-C-x3-H type family protein
AT2G26360	DD	NA	NA
AT2G26730	DD	NA	NA
AT2G26790	DD	NA	NA
AT2G27180	DD	NA	NA
AT2G27420	DD	NA	NA
AT2G28120	DD	NA	NA
AT2G28200	DD	C2H2	C2H2-type zinc finger family protein
AT2G28420	DD	NA	NA
AT2G28460	DD	NA	NA
AT2G28550	DD	AP2	related to AP2.7
AT2G28630	DD	NA	NA
AT2G28650	DD	NA	NA
AT2G28690	DD	NA	NA
AT2G28720	DD	NA	NA
AT2G28755	DD	NA	NA
AT2G28870	DD	NA	NA
AT2G28960	DD	NA	NA
AT2G28970	DD	NA	NA
AT2G29090	DD	NA	NA
AT2G29320	DD	NA	NA
AT2G29710	DD	NA	NA
AT2G29920	DD	NA	NA
AT2G30210	DD	NA	NA
AT2G30424	DD	NA	NA
AT2G30505	DD	NA	NA
AT2G30620	DD	NA	NA
AT2G30670	DD	NA	NA
AT2G30820	DD	NA	NA
AT2G30930	DD	NA	NA
AT2G31070	DD	NA	NA
AT2G31082	DD	NA	NA
AT2G31085	DD	NA	NA
AT2G31270	DD	NA	NA
AT2G32100	DD	NA	NA
AT2G32220	DD	NA	NA
AT2G32270	DD	NA	NA
AT2G32460	DD	NA	NA
AT2G32530	DD	NA	NA
AT2G32540	DD	NA	NA
AT2G32610	DD	NA	NA
AT2G32790	DD	NA	NA
AT2G33100	DD	NA	NA
AT2G33170	DD	NA	NA
AT2G34000	DD	NA	NA
AT2G34010	DD	NA	NA
AT2G34060	DD	NA	NA
AT2G34140	DD	NA	NA
AT2G34150	DD	NA	NA
AT2G34180	DD	NA	NA
AT2G34220	DD	NA	NA
AT2G34340	DD	NA	NA
AT2G34830	DD	NA	NA
AT2G34980	DD	NA	NA
AT2G35000	DD	NA	NA
AT2G35200	DD	NA	NA
AT2G35640	DD	NA	NA
AT2G35700	DD	NA	NA
AT2G35770	DD	NA	NA
AT2G35850	DD	NA	NA
AT2G35910	DD	NA	NA
AT2G35960	DD	NA	NA
AT2G36320	DD	NA	NA
AT2G36500	DD	NA	NA
AT2G36880	DD	NA	NA
AT2G36970	DD	NA	NA
AT2G36980	DD	NA	NA
AT2G36985	DD	NA	NA
AT2G37040	DD	NA	NA
AT2G37380	DD	NA	NA
AT2G37460	DD	NA	NA
AT2G37710	DD	NA	NA
AT2G37720	DD	NA	NA
AT2G37870	DD	NA	NA
AT2G37950	DD	NA	NA
AT2G38060	DD	NA	NA
AT2G38152	DD	NA	NA
AT2G38210	DD	NA	NA
AT2G38490	DD	NA	NA
AT2G39040	DD	NA	NA
AT2G39220	DD	NA	NA
AT2G39240	DD	NA	NA
AT2G39300	DD	NA	NA
AT2G39370	DD	NA	NA
AT2G39430	DD	NA	NA
AT2G39710	DD	NA	NA
AT2G39855	DD	NA	NA
AT2G40113	DD	NA	NA
AT2G40150	DD	NA	NA
AT2G40200	DD	NA	NA
AT2G40330	DD	NA	NA
AT2G40370	DD	NA	NA
AT2G40435	DD	NA	NA
AT2G40460	DD	NA	NA
AT2G40530	DD	NA	NA
AT2G40610	DD	NA	NA
AT2G40750	DD	NA	NA
AT2G40900	DD	NA	NA
AT2G40910	DD	NA	NA
AT2G41180	DD	NA	NA
AT2G41780	DD	NA	NA
AT2G41940	DD	NA	NA
AT2G42190	DD	NA	NA
AT2G42200	DD	NA	NA
AT2G42300	DD	NA	NA
AT2G42900	DD	NA	NA
AT2G43440	DD	NA	NA
AT2G43445	DD	NA	NA
AT2G43700	DD	NA	NA
AT2G43820	DD	NA	NA
AT2G44230	DD	NA	NA
AT2G44300	DD	NA	NA
AT2G44340	DD	NA	NA
AT2G44380	DD	NA	NA
AT2G44390	DD	NA	NA
AT2G44400	DD	NA	NA
AT2G45160	DD	NA	NA
AT2G45750	DD	NA	NA
AT2G45830	DD	NA	NA
AT2G45850	DD	NA	NA
AT2G46210	DD	NA	NA
AT2G46310	DD	NA	NA
AT2G46440	DD	NA	NA
AT2G46450	DD	NA	NA
AT2G46480	DD	NA	NA
AT2G46567	DD	NA	NA
AT2G46660	DD	NA	NA
AT2G46870	DD	NA	NA
AT2G46940	DD	NA	NA
AT2G47150	DD	NA	NA
AT2G47360	DD	NA	NA
AT2G47370	DD	NA	NA
AT2G47670	DD	NA	NA
AT2G48080	DD	NA	NA
AT3G01140	DD	NA	NA
AT3G01513	DD	NA	NA
AT3G01630	DD	NA	NA
AT3G01700	DD	NA	NA
AT3G02170	DD	NA	NA
AT3G03130	DD	NA	NA
AT3G03190	DD	NA	NA
AT3G04140	DD	NA	NA
AT3G04510	DD	NA	NA
AT3G04570	DD	NA	NA
AT3G04760	DD	NA	NA
AT3G05370	DD	NA	NA
AT3G05390	DD	NA	NA
AT3G05800	DD	NA	NA
AT3G05936	DD	NA	NA
AT3G05980	DD	NA	NA
AT3G06080	DD	NA	NA
AT3G06100	DD	NA	NA
AT3G06145	DD	NA	NA
AT3G06260	DD	NA	NA
AT3G06520	DD	NA	NA
AT3G06778	DD	NA	NA
AT3G06830	DD	NA	NA
AT3G06868	DD	NA	NA
AT3G06870	DD	NA	NA
AT3G06890	DD	NA	NA
AT3G06895	DD	NA	NA
AT3G06990	DD	NA	NA
AT3G07000	DD	NA	NA
AT3G07320	DD	NA	NA
AT3G07340	DD	NA	NA
AT3G07390	DD	NA	NA
AT3G07425	DD	NA	NA
AT3G07970	DD	NA	NA
AT3G08490	DD	NA	NA
AT3G08660	DD	NA	NA
AT3G08870	DD	NA	NA
AT3G09040	DD	NA	NA
AT3G09160	DD	NA	NA
AT3G09162	DD	NA	NA
AT3G09550	DD	NA	NA
AT3G09590	DD	NA	NA
AT3G09780	DD	NA	NA
AT3G09960	DD	NA	NA
AT3G10000	DD	NA	NA
AT3G10340	DD	NA	NA
AT3G10470	DD	NA	NA
AT3G10910	DD	NA	NA
AT3G10912	DD	NA	NA
AT3G11340	DD	NA	NA
AT3G11390	DD	NA	NA
AT3G12160	DD	NA	NA
AT3G12440	DD	NA	NA
AT3G12460	DD	NA	NA
AT3G12610	DD	NA	NA
AT3G12700	DD	NA	NA
AT3G12955	DD	NA	NA
AT3G12970	DD	NA	NA
AT3G12977	DD	NA	NA
AT3G13065	DD	NA	NA
AT3G13400	DD	NA	NA
AT3G13403	DD	NA	NA
AT3G13404	DD	NA	NA
AT3G13600	DD	NA	NA
AT3G13650	DD	NA	NA
AT3G13720	DD	NA	NA
AT3G13760	DD	NA	NA
AT3G14020	DD	NA	NA
AT3G14225	DD	NA	NA
AT3G14370	DD	NA	NA
AT3G14395	DD	NA	NA
AT3G14740	DD	NA	NA
AT3G15030	DD	NA	NA
AT3G15510	DD	NA	NA
AT3G16070	DD	NA	NA
AT3G16150	DD	NA	NA
AT3G16210	DD	NA	NA
AT3G16280	DD	NA	NA
AT3G16520	DD	NA	NA
AT3G16560	DD	NA	NA
AT3G16870	DD	NA	NA
AT3G17180	DD	NA	NA
AT3G17390	DD	NA	NA
AT3G18485	DD	NA	NA
AT3G18560	DD	NA	NA
AT3G18830	DD	NA	NA
AT3G19320	DD	NA	NA
AT3G19390	DD	NA	NA
AT3G20015	DD	NA	NA
AT3G20600	DD	NA	NA
AT3G20660	DD	NA	NA
AT3G20820	DD	NA	NA
AT3G20935	DD	NA	NA
AT3G21240	DD	NA	NA
AT3G21560	DD	NA	NA
AT3G21680	DD	NA	NA
AT3G21690	DD	NA	NA
AT3G22070	DD	NA	NA
AT3G22961	DD	NA	NA
AT3G23010	DD	NA	NA
AT3G23110	DD	NA	NA
AT3G23120	DD	NA	NA
AT3G23440	DD	NA	NA
AT3G23470	DD	NA	NA
AT3G23730	DD	NA	NA
AT3G23880	DD	NA	NA
AT3G24255	DD	NA	NA
AT3G24460	DD	NA	NA
AT3G24750	DD	NA	NA
AT3G24900	DD	NA	NA
AT3G25010	DD	NA	NA
AT3G25060	DD	NA	NA
AT3G25290	DD	NA	NA
AT3G25560	DD	NA	NA
AT3G25670	DD	NA	NA
AT3G25730	DD	NA	NA
AT3G25880	DD	NA	NA
AT3G25882	DD	NA	NA
AT3G25950	DD	NA	NA
AT3G25970	DD	NA	NA
AT3G26490	DD	NA	NA
AT3G26550	DD	NA	NA
AT3G27070	DD	NA	NA
AT3G27250	DD	NA	NA
AT3G27270	DD	NA	NA
AT3G27290	DD	NA	NA
AT3G27410	DD	NA	NA
AT3G27500	DD	NA	NA
AT3G27510	DD	NA	NA
AT3G27630	DD	NA	NA
AT3G28007	DD	NA	NA
AT3G28040	DD	NA	NA
AT3G28130	DD	NA	NA
AT3G28170	DD	NA	NA
AT3G28200	DD	NA	NA
AT3G28220	DD	NA	NA
AT3G28290	DD	NA	NA
AT3G28300	DD	NA	NA
AT3G28510	DD	NA	NA
AT3G28560	DD	NA	NA
AT3G28570	DD	NA	NA
AT3G28910	DD	NA	NA
AT3G28920	DD	NA	NA
AT3G28960	DD	NA	NA
AT3G29035	DD	NA	NA
AT3G29300	DD	NA	NA
AT3G29590	DD	NA	NA
AT3G29680	DD	NA	NA
AT3G29791	DD	NA	NA
AT3G30530	DD	bZIP	basic leucine-zipper 42
AT3G42800	DD	NA	NA
AT3G43580	DD	NA	NA
AT3G43720	DD	NA	NA
AT3G43800	DD	NA	NA
AT3G44290	DD	NAC	NAC domain containing protein 60
AT3G44380	DD	NA	NA
AT3G44713	DD	NA	NA
AT3G44735	DD	NA	NA
AT3G45210	DD	NA	NA
AT3G45330	DD	NA	NA
AT3G45680	DD	NA	NA
AT3G45840	DD	NA	NA
AT3G45860	DD	NA	NA
AT3G45950	DD	NA	NA
AT3G46130	DD	MYB	myb domain protein 48
AT3G46150	DD	NA	NA
AT3G46310	DD	NA	NA
AT3G46720	DD	NA	NA
AT3G47100	DD	NA	NA
AT3G47600	DD	MYB	myb domain protein 94
AT3G47620	DD	TCP	TEOSINTE BRANCHED, cycloidea and PCF (TCP) 14
AT3G47660	DD	NA	NA
AT3G48010	DD	NA	NA
AT3G48260	DD	NA	NA
AT3G48290	DD	NA	NA
AT3G48790	DD	NA	NA
AT3G48920	DD	MYB	myb domain protein 45
AT3G49210	DD	NA	NA
AT3G49330	DD	NA	NA
AT3G49845	DD	NA	NA
AT3G49930	DD	C2H2	C2H2 and C2HC zinc fingers superfamily protein
AT3G49950	DD	GRAS	GRAS family transcription factor
AT3G49980	DD	NA	NA
AT3G50120	DD	NA	NA
AT3G50130	DD	NA	NA
AT3G50170	DD	NA	NA
AT3G50280	DD	NA	NA
AT3G50290	DD	NA	NA
AT3G50300	DD	NA	NA
AT3G50390	DD	NA	NA
AT3G50400	DD	NA	NA
AT3G50420	DD	NA	NA
AT3G50660	DD	NA	NA
AT3G51180	DD	NA	NA
AT3G51230	DD	NA	NA
AT3G51240	DD	NA	NA
AT3G52130	DD	NA	NA
AT3G52270	DD	NA	NA
AT3G52310	DD	NA	NA
AT3G52700	DD	NA	NA
AT3G52710	DD	NA	NA
AT3G52740	DD	NA	NA
AT3G53150	DD	NA	NA
AT3G53260	DD	NA	NA
AT3G54220	DD	GRAS	GRAS family transcription factor
AT3G54630	DD	NA	NA
AT3G54830	DD	NA	NA
AT3G54990	DD	AP2	Integrase-type DNA-binding superfamily protein
AT3G55110	DD	NA	NA
AT3G55120	DD	NA	NA
AT3G55130	DD	NA	NA
AT3G55820	DD	NA	NA
AT3G56100	DD	NA	NA
AT3G57040	DD	NA	NA
AT3G57110	DD	NA	NA
AT3G57130	DD	NA	NA
AT3G57720	DD	NA	NA
AT3G57770	DD	NA	NA
AT3G57950	DD	NA	NA
AT3G58120	DD	bZIP	Basic-leucine zipper (bZIP) transcription factor family protein
AT3G58850	DD	NA	NA
AT3G58980	DD	NA	NA
AT3G58990	DD	NA	NA
AT3G59130	DD	NA	NA
AT3G59140	DD	NA	NA
AT3G59670	DD	NA	NA
AT3G59750	DD	NA	NA
AT3G61550	DD	NA	NA
AT3G61680	DD	NA	NA
AT3G61750	DD	NA	NA
AT3G61820	DD	NA	NA
AT3G61880	DD	NA	NA
AT3G61950	DD	bHLH	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
AT3G62550	DD	NA	NA
AT3G62610	DD	MYB	myb domain protein 11
AT3G62630	DD	NA	NA
AT3G62950	DD	NA	NA
AT3G63200	DD	NA	NA
AT3G63210	DD	NA	NA
AT4G00050	DD	bHLH	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
AT4G00150	DD	GRAS	GRAS family transcription factor
AT4G00460	DD	NA	NA
AT4G00750	DD	NA	NA
AT4G01080	DD	NA	NA
AT4G01140	DD	NA	NA
AT4G01335	DD	NA	NA
AT4G01460	DD	bHLH	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
AT4G01500	DD	B3	AP2/B3-like transcriptional factor family protein
AT4G01630	DD	NA	NA
AT4G01670	DD	NA	NA
AT4G01680	DD	MYB	myb domain protein 55
AT4G01720	DD	WRKY	WRKY family transcription factor
AT4G01735	DD	NA	NA
AT4G01740	DD	NA	NA
AT4G01910	DD	NA	NA
AT4G01920	DD	NA	NA
AT4G01925	DD	NA	NA
AT4G01930	DD	NA	NA
AT4G01950	DD	NA	NA
AT4G02040	DD	NA	NA
AT4G02050	DD	NA	NA
AT4G02075	DD	NA	NA
AT4G02100	DD	NA	NA
AT4G02180	DD	NA	NA
AT4G02330	DD	NA	NA
AT4G03270	DD	NA	NA
AT4G03400	DD	NA	NA
AT4G04630	DD	NA	NA
AT4G04745	DD	NA	NA
AT4G05170	DD	bHLH	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
AT4G05470	DD	NA	NA
AT4G06744	DD	NA	NA
AT4G07400	DD	NA	NA
AT4G08210	DD	NA	NA
AT4G08550	DD	NA	NA
AT4G08770	DD	NA	NA
AT4G09420	DD	NA	NA
AT4G09430	DD	NA	NA
AT4G09510	DD	NA	NA
AT4G10150	DD	NA	NA
AT4G10500	DD	NA	NA
AT4G10770	DD	NA	NA
AT4G10950	DD	NA	NA
AT4G11400	DD	NA	NA
AT4G11550	DD	NA	NA
AT4G11900	DD	NA	NA
AT4G12050	DD	NA	NA
AT4G12390	DD	NA	NA
AT4G12450	DD	NA	NA
AT4G12520	DD	NA	NA
AT4G12730	DD	NA	NA
AT4G13130	DD	NA	NA
AT4G13290	DD	NA	NA
AT4G13570	DD	NA	NA
AT4G14090	DD	NA	NA
AT4G14103	DD	NA	NA
AT4G14130	DD	NA	NA
AT4G14400	DD	NA	NA
AT4G14403	DD	NA	NA
AT4G14465	DD	NA	NA
AT4G14480	DD	NA	NA
AT4G14590	DD	NA	NA
AT4G14650	DD	NA	NA
AT4G14760	DD	NA	NA
AT4G14860	DD	NA	NA
AT4G14980	DD	NA	NA
AT4G15070	DD	NA	NA
AT4G15320	DD	NA	NA
AT4G15765	DD	NA	NA
AT4G15975	DD	NA	NA
AT4G15990	DD	NA	NA
AT4G16120	DD	NA	NA
AT4G16610	DD	C2H2	C2H2-like zinc finger protein
AT4G16640	DD	NA	NA
AT4G16750	DD	ERF	Integrase-type DNA-binding superfamily protein
AT4G17680	DD	NA	NA
AT4G17810	DD	C2H2	C2H2 and C2HC zinc fingers superfamily protein
AT4G17980	DD	NAC	NAC domain containing protein 71
AT4G18195	DD	NA	NA
AT4G18210	DD	NA	NA
AT4G18220	DD	NA	NA
AT4G18390	DD	TCP	TEOSINTE BRANCHED 1, cycloidea and PCF transcription factor 2
AT4G18500	DD	NA	NA
AT4G18501	DD	NA	NA
AT4G18570	DD	NA	NA
AT4G18630	DD	NA	NA
AT4G19120	DD	NA	NA
AT4G19170	DD	NA	NA
AT4G19380	DD	NA	NA
AT4G19460	DD	NA	NA
AT4G20780	DD	NA	NA
AT4G20820	DD	NA	NA
AT4G20990	DD	NA	NA
AT4G21670	DD	NA	NA
AT4G21745	DD	NA	NA
AT4G21780	DD	NA	NA
AT4G21920	DD	NA	NA
AT4G21970	DD	NA	NA
AT4G22460	DD	NA	NA
AT4G22530	DD	NA	NA
AT4G22666	DD	NA	NA
AT4G22980	DD	NA	NA
AT4G23030	DD	NA	NA
AT4G23130	DD	NA	NA
AT4G23140	DD	NA	NA
AT4G23271	DD	NA	NA
AT4G23550	DD	WRKY	WRKY family transcription factor
AT4G23590	DD	NA	NA
AT4G24010	DD	NA	NA
AT4G24130	DD	NA	NA
AT4G24180	DD	NA	NA
AT4G24510	DD	NA	NA
AT4G25420	DD	NA	NA
AT4G25760	DD	NA	NA
AT4G25780	DD	NA	NA
AT4G25845	DD	NA	NA
AT4G25850	DD	NA	NA
AT4G26380	DD	NA	NA
AT4G26540	DD	NA	NA
AT4G26890	DD	NA	NA
AT4G26950	DD	NA	NA
AT4G27590	DD	NA	NA
AT4G27595	DD	NA	NA
AT4G27730	DD	NA	NA
AT4G28190	DD	NA	NA
AT4G28280	DD	NA	NA
AT4G28560	DD	NA	NA
AT4G28790	DD	bHLH	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
AT4G28930	DD	NA	NA
AT4G29110	DD	NA	NA
AT4G29140	DD	NA	NA
AT4G29150	DD	NA	NA
AT4G29190	DD	C3H	Zinc finger C-x8-C-x5-C-x3-H type family protein
AT4G29310	DD	NA	NA
AT4G29470	DD	NA	NA
AT4G29710	DD	NA	NA
AT4G29720	DD	NA	NA
AT4G30080	DD	ARF	auxin response factor 16
AT4G30170	DD	NA	NA
AT4G31330	DD	NA	NA
AT4G31500	DD	NA	NA
AT4G31520	DD	NA	NA
AT4G31590	DD	NA	NA
AT4G31875	DD	NA	NA
AT4G31910	DD	NA	NA
AT4G32270	DD	NA	NA
AT4G32780	DD	NA	NA
AT4G32800	DD	ERF	Integrase-type DNA-binding superfamily protein
AT4G32860	DD	NA	NA
AT4G32950	DD	NA	NA
AT4G33120	DD	NA	NA
AT4G33330	DD	NA	NA
AT4G33390	DD	NA	NA
AT4G33960	DD	NA	NA
AT4G33970	DD	NA	NA
AT4G34220	DD	NA	NA
AT4G34550	DD	NA	NA
AT4G34610	DD	TALE	BEL1-like homeodomain 6
AT4G34800	DD	NA	NA
AT4G34880	DD	NA	NA
AT4G34930	DD	NA	NA
AT4G35030	DD	NA	NA
AT4G35060	DD	NA	NA
AT4G35160	DD	NA	NA
AT4G35180	DD	NA	NA
AT4G35320	DD	NA	NA
AT4G36060	DD	bHLH	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
AT4G36230	DD	NA	NA
AT4G36240	DD	GATA	GATA transcription factor 7
AT4G36540	DD	bHLH	BR enhanced expression 2
AT4G36670	DD	NA	NA
AT4G36920	DD	AP2	Integrase-type DNA-binding superfamily protein
AT4G37080	DD	NA	NA
AT4G37160	DD	NA	NA
AT4G37230	DD	NA	NA
AT4G37240	DD	NA	NA
AT4G37450	DD	NA	NA
AT4G37630	DD	NA	NA
AT4G37682	DD	NA	NA
AT4G37685	DD	NA	NA
AT4G37700	DD	NA	NA
AT4G37780	DD	MYB	myb domain protein 87
AT4G37860	DD	NA	NA
AT4G37890	DD	NA	NA
AT4G38340	DD	Nin-like	Plant regulator RWP-RK family protein
AT4G38420	DD	NA	NA
AT4G38850	DD	NA	NA
AT4G39320	DD	NA	NA
AT4G39410	DD	WRKY	WRKY DNA-binding protein 13
AT4G39480	DD	NA	NA
AT4G39770	DD	NA	NA
AT4G39940	DD	NA	NA
AT4G39950	DD	NA	NA
AT5G01075	DD	NA	NA
AT5G01480	DD	NA	NA
AT5G01790	DD	NA	NA
AT5G01810	DD	NA	NA
AT5G01830	DD	NA	NA
AT5G01840	DD	NA	NA
AT5G01900	DD	WRKY	WRKY DNA-binding protein 62
AT5G02190	DD	NA	NA
AT5G02270	DD	NA	NA
AT5G02390	DD	NA	NA
AT5G02400	DD	NA	NA
AT5G02480	DD	NA	NA
AT5G02510	DD	NA	NA
AT5G02890	DD	NA	NA
AT5G03090	DD	NA	NA
AT5G03120	DD	NA	NA
AT5G03150	DD	C2H2	C2H2-like zinc finger protein
AT5G03350	DD	NA	NA
AT5G03670	DD	NA	NA
AT5G03680	DD	Trihelix	Duplicated homeodomain-like superfamily protein
AT5G03700	DD	NA	NA
AT5G03960	DD	NA	NA
AT5G04230	DD	NA	NA
AT5G04370	DD	NA	NA
AT5G04530	DD	NA	NA
AT5G04950	DD	NA	NA
AT5G04970	DD	NA	NA
AT5G05090	DD	G2-like	Homeodomain-like superfamily protein
AT5G05270	DD	NA	NA
AT5G05280	DD	NA	NA
AT5G05282	DD	NA	NA
AT5G05880	DD	NA	NA
AT5G05890	DD	NA	NA
AT5G06000	DD	NA	NA
AT5G06200	DD	NA	NA
AT5G06250	DD	B3	AP2/B3-like transcriptional factor family protein
AT5G06380	DD	NA	NA
AT5G06790	DD	NA	NA
AT5G06990	DD	NA	NA
AT5G07110	DD	NA	NA
AT5G07260	DD	NA	NA
AT5G07390	DD	NA	NA
AT5G07450	DD	NA	NA
AT5G07580	DD	ERF	Integrase-type DNA-binding superfamily protein
AT5G07610	DD	NA	NA
AT5G07620	DD	NA	NA
AT5G07700	DD	MYB	myb domain protein 76
AT5G07720	DD	NA	NA
AT5G07990	DD	NA	NA
AT5G08070	DD	TCP	TCP domain protein 17
AT5G08640	DD	NA	NA
AT5G09620	DD	NA	NA
AT5G09805	DD	NA	NA
AT5G09870	DD	NA	NA
AT5G09970	DD	NA	NA
AT5G10020	DD	NA	NA
AT5G10150	DD	NA	NA
AT5G10280	DD	MYB	myb domain protein 92
AT5G10340	DD	NA	NA
AT5G10390	DD	NA	NA
AT5G10570	DD	bHLH	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
AT5G10580	DD	NA	NA
AT5G10930	DD	NA	NA
AT5G10970	DD	C2H2	C2H2 and C2HC zinc fingers superfamily protein
AT5G10990	DD	NA	NA
AT5G11230	DD	NA	NA
AT5G11290	DD	NA	NA
AT5G11570	DD	NA	NA
AT5G11610	DD	NA	NA
AT5G11790	DD	NA	NA
AT5G11930	DD	NA	NA
AT5G12010	DD	NA	NA
AT5G13180	DD	NAC	NAC domain containing protein 83
AT5G13580	DD	NA	NA
AT5G13910	DD	ERF	Integrase-type DNA-binding superfamily protein
AT5G14000	DD	NAC	NAC domain containing protein 84
AT5G14070	DD	NA	NA
AT5G14360	DD	NA	NA
AT5G14730	DD	NA	NA
AT5G14870	DD	NA	NA
AT5G14940	DD	NA	NA
AT5G15150	DD	HD-ZIP	homeobox 3
AT5G15240	DD	NA	NA
AT5G15300	DD	NA	NA
AT5G15360	DD	NA	NA
AT5G15410	DD	NA	NA
AT5G15770	DD	NA	NA
AT5G15830	DD	bZIP	basic leucine-zipper 3
AT5G15900	DD	NA	NA
AT5G16190	DD	NA	NA
AT5G16410	DD	NA	NA
AT5G16590	DD	NA	NA
AT5G17040	DD	NA	NA
AT5G17500	DD	NA	NA
AT5G18290	DD	NA	NA
AT5G18300	DD	NAC	NAC domain containing protein 88
AT5G18430	DD	NA	NA
AT5G18690	DD	NA	NA
AT5G18720	DD	NA	NA
AT5G18730	DD	NA	NA
AT5G19040	DD	NA	NA
AT5G19060	DD	NA	NA
AT5G19190	DD	NA	NA
AT5G19410	DD	NA	NA
AT5G19470	DD	NA	NA
AT5G19560	DD	NA	NA
AT5G19580	DD	NA	NA
AT5G19700	DD	NA	NA
AT5G20110	DD	NA	NA
AT5G20270	DD	NA	NA
AT5G20470	DD	NA	NA
AT5G20670	DD	NA	NA
AT5G20790	DD	NA	NA
AT5G20810	DD	NA	NA
AT5G20860	DD	NA	NA
AT5G20885	DD	NA	NA
AT5G21100	DD	NA	NA
AT5G21280	DD	NA	NA
AT5G22550	DD	NA	NA
AT5G22560	DD	NA	NA
AT5G22570	DD	WRKY	WRKY DNA-binding protein 38
AT5G22940	DD	NA	NA
AT5G23170	DD	NA	NA
AT5G23190	DD	NA	NA
AT5G23270	DD	NA	NA
AT5G23400	DD	NA	NA
AT5G23530	DD	NA	NA
AT5G23730	DD	NA	NA
AT5G23750	DD	NA	NA
AT5G23930	DD	NA	NA
AT5G24200	DD	NA	NA
AT5G24540	DD	NA	NA
AT5G24570	DD	NA	NA
AT5G24880	DD	NA	NA
AT5G24960	DD	NA	NA
AT5G24990	DD	NA	NA
AT5G25020	DD	NA	NA
AT5G25160	DD	C2H2	zinc finger protein 3
AT5G25640	DD	NA	NA
AT5G25830	DD	GATA	GATA transcription factor 12
AT5G25910	DD	NA	NA
AT5G26150	DD	NA	NA
AT5G26200	DD	NA	NA
AT5G26220	DD	NA	NA
AT5G26230	DD	NA	NA
AT5G26260	DD	NA	NA
AT5G26690	DD	NA	NA
AT5G26790	DD	NA	NA
AT5G27100	DD	NA	NA
AT5G27220	DD	NA	NA
AT5G27780	DD	NA	NA
AT5G28650	DD	WRKY	WRKY DNA-binding protein 74
AT5G35110	DD	NA	NA
AT5G35760	DD	NA	NA
AT5G36260	DD	NA	NA
AT5G36710	DD	NA	NA
AT5G36800	DD	NA	NA
AT5G36920	DD	NA	NA
AT5G37300	DD	NA	NA
AT5G37550	DD	NA	NA
AT5G37990	DD	NA	NA
AT5G38020	DD	NA	NA
AT5G38040	DD	NA	NA
AT5G38100	DD	NA	NA
